Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-03-09 15:00:00,Spain,Spain,ES,49.99,74.82,91.6,72.31,entsoe.eu,false,
2023-03-09 16:00:00,Spain,Spain,ES,48.2,72.5,91.78,72.22,entsoe.eu,false,
2023-03-09 17:00:00,Spain,Spain,ES,48.8,72.57,91.47,71.63,entsoe.eu,false,
2023-03-09 18:00:00,Spain,Spain,ES,56.2,81.11,89.6,69.71,entsoe.eu,false,
2023-03-09 19:00:00,Spain,Spain,ES,57.85,82.25,89.41,69.81,entsoe.eu,false,
2023-03-09 20:00:00,Spain,Spain,ES,56.4,81.66,89.24,69.27,entsoe.eu,false,
2023-03-09 21:00:00,Spain,Spain,ES,53.98,78.97,89.64,69.38,entsoe.eu,false,
2023-03-09 22:00:00,Spain,Spain,ES,50.59,74.6,90.52,69.47,entsoe.eu,false,
2023-03-09 23:00:00,Spain,Spain,ES,51.51,75.53,90.41,68.9,entsoe.eu,false,
2023-03-10 00:00:00,Spain,Spain,ES,55.16,79.75,89.8,67.53,entsoe.eu,false,
2023-03-10 01:00:00,Spain,Spain,ES,57.63,82.76,89.31,65.98,entsoe.eu,false,
2023-03-10 02:00:00,Spain,Spain,ES,60.16,85.45,88.99,65.14,entsoe.eu,false,
2023-03-10 03:00:00,Spain,Spain,ES,58.62,83.46,89.31,65.17,entsoe.eu,false,
2023-03-10 04:00:00,Spain,Spain,ES,57.97,83.03,89.29,65.43,entsoe.eu,false,
2023-03-10 05:00:00,Spain,Spain,ES,58.7,84.29,88.94,66.46,entsoe.eu,false,
2023-03-10 06:00:00,Spain,Spain,ES,58.41,83.91,88.93,67.07,entsoe.eu,false,
2023-03-10 07:00:00,Spain,Spain,ES,56.27,80.27,90.16,69.08,entsoe.eu,false,
2023-03-10 08:00:00,Spain,Spain,ES,49.06,73.45,91.59,71.41,entsoe.eu,false,
2023-03-10 09:00:00,Spain,Spain,ES,48.57,73.81,91.86,72.41,entsoe.eu,false,
2023-03-10 10:00:00,Spain,Spain,ES,48.17,73.94,92.02,72.83,entsoe.eu,false,
2023-03-10 11:00:00,Spain,Spain,ES,48.33,74.64,91.99,72.97,entsoe.eu,false,
2023-03-10 12:00:00,Spain,Spain,ES,49.67,76.22,91.73,72.75,entsoe.eu,false,
2023-03-10 13:00:00,Spain,Spain,ES,48.49,74.68,91.99,72.73,entsoe.eu,false,
2023-03-10 14:00:00,Spain,Spain,ES,50.79,77.47,91.6,72.04,entsoe.eu,false,
2023-03-10 15:00:00,Spain,Spain,ES,48.71,74.8,91.98,72.17,entsoe.eu,false,
2023-03-10 16:00:00,Spain,Spain,ES,50.2,76.11,91.59,71.48,entsoe.eu,false,
2023-03-10 17:00:00,Spain,Spain,ES,59.54,86.39,89.43,68.31,entsoe.eu,false,
2023-03-10 18:00:00,Spain,Spain,ES,73.57,98.97,87.28,66.27,entsoe.eu,false,
2023-03-10 19:00:00,Spain,Spain,ES,74.21,98.23,87.5,67.52,entsoe.eu,false,
2023-03-10 20:00:00,Spain,Spain,ES,70.83,94.45,88.01,68.14,entsoe.eu,false,
2023-03-10 21:00:00,Spain,Spain,ES,62.12,84.89,89.57,68.63,entsoe.eu,false,
2023-03-10 22:00:00,Spain,Spain,ES,56.64,79.63,90.39,67.84,entsoe.eu,false,
2023-03-10 23:00:00,Spain,Spain,ES,55.5,80.07,89.85,66.37,entsoe.eu,false,
2023-03-11 00:00:00,Spain,Spain,ES,54.4,78.87,90.02,65.94,entsoe.eu,false,
2023-03-11 01:00:00,Spain,Spain,ES,57.49,82.73,89.36,64.74,entsoe.eu,false,
2023-03-11 02:00:00,Spain,Spain,ES,56.66,81.64,89.62,64.71,entsoe.eu,false,
2023-03-11 03:00:00,Spain,Spain,ES,59.32,84.27,89.34,64.54,entsoe.eu,false,
2023-03-11 04:00:00,Spain,Spain,ES,57.39,81.93,89.6,64.91,entsoe.eu,false,
2023-03-11 05:00:00,Spain,Spain,ES,58.3,83.05,89.39,65.31,entsoe.eu,false,
2023-03-11 06:00:00,Spain,Spain,ES,56.93,81.47,89.63,65.41,entsoe.eu,false,
2023-03-11 07:00:00,Spain,Spain,ES,53.31,77.62,90.38,66.78,entsoe.eu,false,
2023-03-11 08:00:00,Spain,Spain,ES,51.38,76.57,90.83,69.47,entsoe.eu,false,
2023-03-11 09:00:00,Spain,Spain,ES,50.67,76.25,91.17,70.83,entsoe.eu,false,
2023-03-11 10:00:00,Spain,Spain,ES,50.44,76.46,91.3,70.95,entsoe.eu,false,
2023-03-11 11:00:00,Spain,Spain,ES,46.23,71.34,92.33,71.71,entsoe.eu,false,
2023-03-11 12:00:00,Spain,Spain,ES,46.28,71.41,92.32,71.62,entsoe.eu,false,
2023-03-11 13:00:00,Spain,Spain,ES,46.24,71.85,92.24,71.31,entsoe.eu,false,
2023-03-11 14:00:00,Spain,Spain,ES,48.88,74.92,91.73,69.68,entsoe.eu,false,
2023-03-11 15:00:00,Spain,Spain,ES,48.57,74.56,91.69,68.99,entsoe.eu,false,
2023-03-11 16:00:00,Spain,Spain,ES,56.8,84.27,89.86,67.01,entsoe.eu,false,
2023-03-11 17:00:00,Spain,Spain,ES,54.83,80.1,90.11,66.81,entsoe.eu,false,
2023-03-11 18:00:00,Spain,Spain,ES,68.49,93.94,87.59,64.73,entsoe.eu,false,
2023-03-11 19:00:00,Spain,Spain,ES,76.06,102.43,86.11,64.41,entsoe.eu,false,
2023-03-11 20:00:00,Spain,Spain,ES,73.14,98.01,87.19,65.58,entsoe.eu,false,
2023-03-11 21:00:00,Spain,Spain,ES,73.99,99.36,86.94,64.23,entsoe.eu,false,
2023-03-11 22:00:00,Spain,Spain,ES,74.43,102.6,85.81,61.88,entsoe.eu,false,
2023-03-11 23:00:00,Spain,Spain,ES,74.26,103.87,85.34,60.16,entsoe.eu,false,
2023-03-12 00:00:00,Spain,Spain,ES,74.24,104.45,85.18,59.35,entsoe.eu,false,
2023-03-12 01:00:00,Spain,Spain,ES,74.3,104.66,85.06,58.91,entsoe.eu,false,
2023-03-12 02:00:00,Spain,Spain,ES,76.37,107.2,84.62,58.01,entsoe.eu,false,
2023-03-12 03:00:00,Spain,Spain,ES,77.73,108.67,84.47,57.33,entsoe.eu,false,
2023-03-12 04:00:00,Spain,Spain,ES,80.68,111.93,84.09,56.29,entsoe.eu,false,
2023-03-12 05:00:00,Spain,Spain,ES,81.19,112.6,83.96,54.93,entsoe.eu,false,
2023-03-12 06:00:00,Spain,Spain,ES,85.88,117.06,83.53,53.89,entsoe.eu,false,
2023-03-12 07:00:00,Spain,Spain,ES,80.59,112.05,84.4,55.78,entsoe.eu,false,
2023-03-12 08:00:00,Spain,Spain,ES,70.72,103.19,86.04,60.43,entsoe.eu,false,
2023-03-12 09:00:00,Spain,Spain,ES,64.44,96.9,87.35,63.85,entsoe.eu,false,
2023-03-12 10:00:00,Spain,Spain,ES,62.05,94.18,88.08,65.31,entsoe.eu,false,
2023-03-12 11:00:00,Spain,Spain,ES,63.39,95.76,88.07,66.14,entsoe.eu,false,
2023-03-12 12:00:00,Spain,Spain,ES,64.87,97.53,87.96,66.17,entsoe.eu,false,
2023-03-12 13:00:00,Spain,Spain,ES,65.72,98.83,87.68,65.79,entsoe.eu,false,
2023-03-12 14:00:00,Spain,Spain,ES,65.2,98.18,87.75,65.31,entsoe.eu,false,
2023-03-12 15:00:00,Spain,Spain,ES,68.15,101.77,86.95,63.7,entsoe.eu,false,
2023-03-12 16:00:00,Spain,Spain,ES,74.63,109.51,85.28,60.33,entsoe.eu,false,
2023-03-12 17:00:00,Spain,Spain,ES,100.26,136.82,80.21,53.47,entsoe.eu,false,
2023-03-12 18:00:00,Spain,Spain,ES,116.22,148.58,78.96,51.94,entsoe.eu,false,
2023-03-12 19:00:00,Spain,Spain,ES,115.48,147.29,79.16,52.26,entsoe.eu,false,
2023-03-12 20:00:00,Spain,Spain,ES,110.39,141.6,80.03,52.36,entsoe.eu,false,
2023-03-12 21:00:00,Spain,Spain,ES,106.57,137.23,80.74,52.99,entsoe.eu,false,
2023-03-12 22:00:00,Spain,Spain,ES,101.16,130.66,82.02,54.72,entsoe.eu,false,
2023-03-12 23:00:00,Spain,Spain,ES,85.76,116.79,83.53,50.48,entsoe.eu,false,
2023-03-13 00:00:00,Spain,Spain,ES,81.9,113.63,83.67,49.2,entsoe.eu,false,
2023-03-13 01:00:00,Spain,Spain,ES,83.82,115.78,83.29,48.31,entsoe.eu,false,
2023-03-13 02:00:00,Spain,Spain,ES,86.2,118.42,82.91,47.31,entsoe.eu,false,
2023-03-13 03:00:00,Spain,Spain,ES,85.28,117.53,82.96,47.39,entsoe.eu,false,
2023-03-13 04:00:00,Spain,Spain,ES,82.59,114.4,83.48,48.16,entsoe.eu,false,
2023-03-13 05:00:00,Spain,Spain,ES,82.05,113.43,83.84,51.24,entsoe.eu,false,
2023-03-13 06:00:00,Spain,Spain,ES,83.03,111.49,84.83,54.8,entsoe.eu,false,
2023-03-13 07:00:00,Spain,Spain,ES,82.54,109.75,85.79,60.22,entsoe.eu,false,
2023-03-13 08:00:00,Spain,Spain,ES,66.41,96.12,87.69,64.5,entsoe.eu,false,
2023-03-13 09:00:00,Spain,Spain,ES,58.59,87.27,89.71,68.47,entsoe.eu,false,
2023-03-13 10:00:00,Spain,Spain,ES,56.2,84.19,90.4,69.68,entsoe.eu,false,
2023-03-13 11:00:00,Spain,Spain,ES,55.38,83.29,90.56,70.18,entsoe.eu,false,
2023-03-13 12:00:00,Spain,Spain,ES,55.59,83.35,90.53,70.53,entsoe.eu,false,
2023-03-13 13:00:00,Spain,Spain,ES,54.08,81.49,90.74,70.81,entsoe.eu,false,
2023-03-13 14:00:00,Spain,Spain,ES,56.67,84.35,90.26,70.02,entsoe.eu,false,
2023-03-13 15:00:00,Spain,Spain,ES,55.62,82.78,90.46,70.23,entsoe.eu,false,
2023-03-13 16:00:00,Spain,Spain,ES,58.28,85.78,89.71,69.66,entsoe.eu,false,
2023-03-13 17:00:00,Spain,Spain,ES,54.48,80.11,90.21,69.69,entsoe.eu,false,
2023-03-13 18:00:00,Spain,Spain,ES,56.04,80.94,89.68,69.11,entsoe.eu,false,
2023-03-13 19:00:00,Spain,Spain,ES,56.38,78.71,90.44,71.0,entsoe.eu,false,
2023-03-13 20:00:00,Spain,Spain,ES,55.23,76.46,91.04,71.46,entsoe.eu,false,
2023-03-13 21:00:00,Spain,Spain,ES,50.2,72.44,91.24,70.13,entsoe.eu,false,
2023-03-13 22:00:00,Spain,Spain,ES,50.77,74.31,90.53,68.07,entsoe.eu,false,
2023-03-13 23:00:00,Spain,Spain,ES,60.88,87.23,88.2,65.22,entsoe.eu,false,
2023-03-14 00:00:00,Spain,Spain,ES,62.96,89.67,87.89,64.05,entsoe.eu,false,
2023-03-14 01:00:00,Spain,Spain,ES,69.27,97.57,86.56,60.4,entsoe.eu,false,
2023-03-14 02:00:00,Spain,Spain,ES,72.56,101.74,85.82,57.5,entsoe.eu,false,
2023-03-14 03:00:00,Spain,Spain,ES,71.63,100.37,86.12,56.4,entsoe.eu,false,
2023-03-14 04:00:00,Spain,Spain,ES,74.5,103.96,85.54,57.69,entsoe.eu,false,
2023-03-14 05:00:00,Spain,Spain,ES,74.79,103.71,85.65,60.26,entsoe.eu,false,
2023-03-14 06:00:00,Spain,Spain,ES,87.05,115.64,83.9,60.64,entsoe.eu,false,
2023-03-14 07:00:00,Spain,Spain,ES,86.7,114.51,84.62,62.94,entsoe.eu,false,
2023-03-14 08:00:00,Spain,Spain,ES,63.85,90.75,88.91,67.9,entsoe.eu,false,
2023-03-14 09:00:00,Spain,Spain,ES,48.85,76.55,91.17,71.36,entsoe.eu,false,
2023-03-14 10:00:00,Spain,Spain,ES,52.73,81.55,90.62,71.51,entsoe.eu,false,
2023-03-14 11:00:00,Spain,Spain,ES,54.2,83.17,90.41,71.55,entsoe.eu,false,
2023-03-14 12:00:00,Spain,Spain,ES,54.36,82.87,90.63,71.9,entsoe.eu,false,
2023-03-14 13:00:00,Spain,Spain,ES,53.29,81.53,90.75,72.08,entsoe.eu,false,
2023-03-14 14:00:00,Spain,Spain,ES,56.68,85.63,90.03,70.84,entsoe.eu,false,
2023-03-14 15:00:00,Spain,Spain,ES,63.35,93.71,88.39,68.78,entsoe.eu,false,
2023-03-14 16:00:00,Spain,Spain,ES,79.22,113.15,84.51,64.56,entsoe.eu,false,
2023-03-14 17:00:00,Spain,Spain,ES,99.46,137.38,79.45,58.48,entsoe.eu,false,
2023-03-14 18:00:00,Spain,Spain,ES,140.16,184.59,70.78,49.04,entsoe.eu,false,
2023-03-14 19:00:00,Spain,Spain,ES,141.56,183.09,71.57,50.58,entsoe.eu,false,
2023-03-14 20:00:00,Spain,Spain,ES,139.91,181.74,71.82,49.69,entsoe.eu,false,
2023-03-14 21:00:00,Spain,Spain,ES,139.65,182.06,71.72,48.56,entsoe.eu,false,
2023-03-14 22:00:00,Spain,Spain,ES,138.24,181.24,71.71,46.98,entsoe.eu,false,
2023-03-14 23:00:00,Spain,Spain,ES,138.14,181.62,71.73,44.95,entsoe.eu,false,
2023-03-15 00:00:00,Spain,Spain,ES,137.76,184.12,70.59,41.61,entsoe.eu,false,
2023-03-15 01:00:00,Spain,Spain,ES,137.45,185.26,70.04,40.01,entsoe.eu,false,
2023-03-15 02:00:00,Spain,Spain,ES,144.05,193.48,68.45,37.94,entsoe.eu,false,
2023-03-15 03:00:00,Spain,Spain,ES,152.47,203.65,66.58,36.77,entsoe.eu,false,
2023-03-15 04:00:00,Spain,Spain,ES,160.78,212.03,65.29,38.88,entsoe.eu,false,
2023-03-15 05:00:00,Spain,Spain,ES,162.26,212.15,65.47,40.85,entsoe.eu,false,
2023-03-15 06:00:00,Spain,Spain,ES,161.12,208.66,66.46,43.96,entsoe.eu,false,
2023-03-15 07:00:00,Spain,Spain,ES,143.87,187.32,71.03,49.68,entsoe.eu,false,
2023-03-15 08:00:00,Spain,Spain,ES,114.11,156.96,76.36,55.98,entsoe.eu,false,
2023-03-15 09:00:00,Spain,Spain,ES,94.44,134.61,80.82,61.67,entsoe.eu,false,
2023-03-15 10:00:00,Spain,Spain,ES,87.8,126.2,82.64,63.53,entsoe.eu,false,
2023-03-15 11:00:00,Spain,Spain,ES,85.86,123.9,83.02,63.89,entsoe.eu,false,
2023-03-15 12:00:00,Spain,Spain,ES,88.11,126.65,82.6,63.23,entsoe.eu,false,
2023-03-15 13:00:00,Spain,Spain,ES,85.71,123.72,83.23,63.41,entsoe.eu,false,
2023-03-15 14:00:00,Spain,Spain,ES,89.35,128.48,82.28,62.29,entsoe.eu,false,
2023-03-15 15:00:00,Spain,Spain,ES,95.74,136.32,80.65,60.5,entsoe.eu,false,
2023-03-15 16:00:00,Spain,Spain,ES,113.42,158.19,76.15,55.56,entsoe.eu,false,
2023-03-15 17:00:00,Spain,Spain,ES,147.37,197.85,68.39,46.04,entsoe.eu,false,
2023-03-15 18:00:00,Spain,Spain,ES,179.7,231.95,62.28,39.97,entsoe.eu,false,
2023-03-15 19:00:00,Spain,Spain,ES,182.5,234.29,61.74,40.57,entsoe.eu,false,
2023-03-15 20:00:00,Spain,Spain,ES,177.57,228.58,62.62,41.46,entsoe.eu,false,
2023-03-15 21:00:00,Spain,Spain,ES,164.43,213.3,65.34,42.77,entsoe.eu,false,
2023-03-15 22:00:00,Spain,Spain,ES,149.62,196.67,68.44,43.35,entsoe.eu,false,
2023-03-15 23:00:00,Spain,Spain,ES,129.65,170.84,73.87,46.44,entsoe.eu,false,
2023-03-16 00:00:00,Spain,Spain,ES,114.92,152.59,77.44,48.41,entsoe.eu,false,
2023-03-16 01:00:00,Spain,Spain,ES,112.83,151.93,77.22,45.5,entsoe.eu,false,
2023-03-16 02:00:00,Spain,Spain,ES,113.96,154.77,76.48,44.65,entsoe.eu,false,
2023-03-16 03:00:00,Spain,Spain,ES,110.99,150.92,77.22,46.07,entsoe.eu,false,
2023-03-16 04:00:00,Spain,Spain,ES,107.33,146.53,77.98,47.53,entsoe.eu,false,
2023-03-16 05:00:00,Spain,Spain,ES,109.11,145.21,78.8,51.75,entsoe.eu,false,
2023-03-16 06:00:00,Spain,Spain,ES,113.9,150.84,77.53,53.36,entsoe.eu,false,
2023-03-16 07:00:00,Spain,Spain,ES,98.03,133.25,80.6,57.96,entsoe.eu,false,
2023-03-16 08:00:00,Spain,Spain,ES,75.68,109.63,85.24,64.4,entsoe.eu,false,
2023-03-16 09:00:00,Spain,Spain,ES,59.61,90.46,89.19,69.59,entsoe.eu,false,
2023-03-16 10:00:00,Spain,Spain,ES,57.84,88.01,89.74,70.76,entsoe.eu,false,
2023-03-16 11:00:00,Spain,Spain,ES,55.12,84.59,90.38,71.32,entsoe.eu,false,
2023-03-16 12:00:00,Spain,Spain,ES,56.64,86.41,90.14,71.02,entsoe.eu,false,
2023-03-16 13:00:00,Spain,Spain,ES,57.05,86.71,89.95,71.05,entsoe.eu,false,
2023-03-16 14:00:00,Spain,Spain,ES,56.45,85.82,90.0,70.99,entsoe.eu,false,
2023-03-16 15:00:00,Spain,Spain,ES,60.1,90.03,89.11,69.76,entsoe.eu,false,
2023-03-16 16:00:00,Spain,Spain,ES,67.89,98.99,87.27,66.96,entsoe.eu,false,
2023-03-16 17:00:00,Spain,Spain,ES,95.18,128.84,81.85,60.28,entsoe.eu,false,
2023-03-16 18:00:00,Spain,Spain,ES,107.57,141.05,79.55,58.37,entsoe.eu,false,
2023-03-16 19:00:00,Spain,Spain,ES,106.72,139.9,79.49,59.2,entsoe.eu,false,
2023-03-16 20:00:00,Spain,Spain,ES,94.96,126.08,81.87,61.18,entsoe.eu,false,
2023-03-16 21:00:00,Spain,Spain,ES,87.09,118.34,83.04,60.57,entsoe.eu,false,
2023-03-16 22:00:00,Spain,Spain,ES,81.46,112.66,84.01,60.05,entsoe.eu,false,
2023-03-16 23:00:00,Spain,Spain,ES,80.36,111.37,84.27,59.7,entsoe.eu,false,
2023-03-17 00:00:00,Spain,Spain,ES,83.5,116.31,83.16,57.63,entsoe.eu,false,
2023-03-17 01:00:00,Spain,Spain,ES,86.96,120.62,82.41,56.34,entsoe.eu,false,
2023-03-17 02:00:00,Spain,Spain,ES,86.18,119.79,82.65,56.06,entsoe.eu,false,
2023-03-17 03:00:00,Spain,Spain,ES,84.94,118.03,82.99,55.86,entsoe.eu,false,
2023-03-17 04:00:00,Spain,Spain,ES,88.26,121.96,82.29,54.93,entsoe.eu,false,
2023-03-17 05:00:00,Spain,Spain,ES,90.85,122.63,82.65,56.21,entsoe.eu,false,
2023-03-17 06:00:00,Spain,Spain,ES,93.56,124.48,82.61,58.06,entsoe.eu,false,
2023-03-17 07:00:00,Spain,Spain,ES,88.45,120.4,83.07,59.7,entsoe.eu,false,
2023-03-17 08:00:00,Spain,Spain,ES,73.63,104.93,85.94,64.28,entsoe.eu,false,
2023-03-17 09:00:00,Spain,Spain,ES,63.2,92.23,88.64,68.22,entsoe.eu,false,
2023-03-17 10:00:00,Spain,Spain,ES,58.18,86.64,89.91,70.03,entsoe.eu,false,
2023-03-17 11:00:00,Spain,Spain,ES,55.93,84.49,90.31,70.93,entsoe.eu,false,
2023-03-17 12:00:00,Spain,Spain,ES,55.18,83.7,90.47,71.02,entsoe.eu,false,
2023-03-17 13:00:00,Spain,Spain,ES,56.55,85.17,90.24,70.62,entsoe.eu,false,
2023-03-17 14:00:00,Spain,Spain,ES,58.13,87.06,89.91,70.07,entsoe.eu,false,
2023-03-17 15:00:00,Spain,Spain,ES,61.02,89.83,89.24,69.12,entsoe.eu,false,
2023-03-17 16:00:00,Spain,Spain,ES,65.45,95.16,87.72,67.08,entsoe.eu,false,
2023-03-17 17:00:00,Spain,Spain,ES,87.15,121.08,82.7,60.16,entsoe.eu,false,
2023-03-17 18:00:00,Spain,Spain,ES,105.32,139.32,79.57,57.32,entsoe.eu,false,
2023-03-17 19:00:00,Spain,Spain,ES,106.71,140.08,79.56,58.28,entsoe.eu,false,
2023-03-17 20:00:00,Spain,Spain,ES,106.33,141.08,78.91,57.64,entsoe.eu,false,
2023-03-17 21:00:00,Spain,Spain,ES,103.04,138.05,79.33,56.85,entsoe.eu,false,
2023-03-17 22:00:00,Spain,Spain,ES,98.34,131.87,80.88,56.76,entsoe.eu,false,
2023-03-17 23:00:00,Spain,Spain,ES,99.94,136.21,79.79,53.73,entsoe.eu,false,
2023-03-18 00:00:00,Spain,Spain,ES,100.21,137.56,79.43,52.09,entsoe.eu,false,
2023-03-18 01:00:00,Spain,Spain,ES,100.74,138.17,79.42,51.37,entsoe.eu,false,
2023-03-18 02:00:00,Spain,Spain,ES,101.73,139.49,79.22,50.62,entsoe.eu,false,
2023-03-18 03:00:00,Spain,Spain,ES,99.26,136.16,79.95,50.78,entsoe.eu,false,
2023-03-18 04:00:00,Spain,Spain,ES,103.01,140.8,79.04,49.57,entsoe.eu,false,
2023-03-18 05:00:00,Spain,Spain,ES,110.15,149.64,77.4,47.92,entsoe.eu,false,
2023-03-18 06:00:00,Spain,Spain,ES,107.02,146.14,77.93,48.79,entsoe.eu,false,
2023-03-18 07:00:00,Spain,Spain,ES,103.47,142.55,78.54,50.63,entsoe.eu,false,
2023-03-18 08:00:00,Spain,Spain,ES,80.6,115.53,83.83,58.62,entsoe.eu,false,
2023-03-18 09:00:00,Spain,Spain,ES,71.81,105.54,85.81,62.16,entsoe.eu,false,
2023-03-18 10:00:00,Spain,Spain,ES,70.12,104.0,86.21,63.34,entsoe.eu,false,
2023-03-18 11:00:00,Spain,Spain,ES,67.68,101.36,86.65,64.27,entsoe.eu,false,
2023-03-18 12:00:00,Spain,Spain,ES,66.29,99.22,87.14,64.58,entsoe.eu,false,
2023-03-18 13:00:00,Spain,Spain,ES,70.64,104.59,86.13,63.58,entsoe.eu,false,
2023-03-18 14:00:00,Spain,Spain,ES,71.03,104.89,86.02,63.5,entsoe.eu,false,
2023-03-18 15:00:00,Spain,Spain,ES,74.37,108.43,85.33,61.88,entsoe.eu,false,
2023-03-18 16:00:00,Spain,Spain,ES,75.85,109.54,85.16,60.4,entsoe.eu,false,
2023-03-18 17:00:00,Spain,Spain,ES,90.66,125.58,82.4,56.4,entsoe.eu,false,
2023-03-18 18:00:00,Spain,Spain,ES,108.57,142.52,79.79,54.07,entsoe.eu,false,
2023-03-18 19:00:00,Spain,Spain,ES,107.24,139.87,80.39,55.65,entsoe.eu,false,
2023-03-18 20:00:00,Spain,Spain,ES,104.77,136.91,80.93,55.58,entsoe.eu,false,
2023-03-18 21:00:00,Spain,Spain,ES,106.6,138.92,80.67,54.64,entsoe.eu,false,
2023-03-18 22:00:00,Spain,Spain,ES,112.91,146.3,79.37,52.44,entsoe.eu,false,
2023-03-18 23:00:00,Spain,Spain,ES,124.53,165.13,74.97,45.25,entsoe.eu,false,
2023-03-19 00:00:00,Spain,Spain,ES,131.08,175.72,72.71,41.61,entsoe.eu,false,
2023-03-19 01:00:00,Spain,Spain,ES,135.96,182.44,71.53,39.05,entsoe.eu,false,
2023-03-19 02:00:00,Spain,Spain,ES,138.15,185.32,70.83,38.19,entsoe.eu,false,
2023-03-19 03:00:00,Spain,Spain,ES,139.48,186.8,70.48,37.91,entsoe.eu,false,
2023-03-19 04:00:00,Spain,Spain,ES,139.81,187.57,70.2,37.98,entsoe.eu,false,
2023-03-19 05:00:00,Spain,Spain,ES,147.35,197.25,68.05,36.79,entsoe.eu,false,
2023-03-19 06:00:00,Spain,Spain,ES,152.12,202.62,67.1,36.38,entsoe.eu,false,
2023-03-19 07:00:00,Spain,Spain,ES,129.99,176.45,72.18,43.82,entsoe.eu,false,
2023-03-19 08:00:00,Spain,Spain,ES,85.39,123.31,82.46,57.98,entsoe.eu,false,
2023-03-19 09:00:00,Spain,Spain,ES,70.38,105.32,85.85,63.93,entsoe.eu,false,
2023-03-19 10:00:00,Spain,Spain,ES,73.21,109.41,85.17,63.62,entsoe.eu,false,
2023-03-19 11:00:00,Spain,Spain,ES,76.42,113.54,84.4,62.51,entsoe.eu,false,
2023-03-19 12:00:00,Spain,Spain,ES,79.01,116.57,83.93,61.45,entsoe.eu,false,
2023-03-19 13:00:00,Spain,Spain,ES,80.67,118.65,83.6,60.95,entsoe.eu,false,
2023-03-19 14:00:00,Spain,Spain,ES,78.55,116.19,84.09,60.85,entsoe.eu,false,
2023-03-19 15:00:00,Spain,Spain,ES,83.29,121.69,83.11,59.09,entsoe.eu,false,
2023-03-19 16:00:00,Spain,Spain,ES,97.21,138.52,79.69,55.11,entsoe.eu,false,
2023-03-19 17:00:00,Spain,Spain,ES,133.98,182.77,70.71,44.49,entsoe.eu,false,
2023-03-19 18:00:00,Spain,Spain,ES,163.17,213.21,65.5,39.23,entsoe.eu,false,
2023-03-19 19:00:00,Spain,Spain,ES,172.12,221.69,64.06,39.67,entsoe.eu,false,
2023-03-19 20:00:00,Spain,Spain,ES,175.9,228.16,62.51,37.16,entsoe.eu,false,
2023-03-19 21:00:00,Spain,Spain,ES,178.08,232.44,61.41,35.59,entsoe.eu,false,
2023-03-19 22:00:00,Spain,Spain,ES,181.03,237.45,60.39,33.47,entsoe.eu,false,
2023-03-19 23:00:00,Spain,Spain,ES,174.68,231.21,61.57,31.99,entsoe.eu,false,
2023-03-20 00:00:00,Spain,Spain,ES,177.43,234.27,61.35,29.4,entsoe.eu,false,
2023-03-20 01:00:00,Spain,Spain,ES,180.35,236.87,61.34,27.75,entsoe.eu,false,
2023-03-20 02:00:00,Spain,Spain,ES,175.71,230.61,62.78,28.3,entsoe.eu,false,
2023-03-20 03:00:00,Spain,Spain,ES,168.8,222.08,64.3,28.47,entsoe.eu,false,
2023-03-20 04:00:00,Spain,Spain,ES,170.95,225.44,63.31,30.33,entsoe.eu,false,
2023-03-20 05:00:00,Spain,Spain,ES,174.82,228.64,62.59,33.78,entsoe.eu,false,
2023-03-20 06:00:00,Spain,Spain,ES,174.16,226.17,63.31,37.83,entsoe.eu,false,
2023-03-20 07:00:00,Spain,Spain,ES,151.67,200.48,67.91,43.87,entsoe.eu,false,
2023-03-20 08:00:00,Spain,Spain,ES,111.18,155.6,76.16,53.67,entsoe.eu,false,
2023-03-20 09:00:00,Spain,Spain,ES,93.0,134.12,80.46,59.23,entsoe.eu,false,
2023-03-20 10:00:00,Spain,Spain,ES,94.28,135.29,80.49,59.94,entsoe.eu,false,
2023-03-20 11:00:00,Spain,Spain,ES,92.03,132.51,81.13,60.59,entsoe.eu,false,
2023-03-20 12:00:00,Spain,Spain,ES,92.07,132.76,81.0,60.55,entsoe.eu,false,
2023-03-20 13:00:00,Spain,Spain,ES,90.63,131.25,81.19,60.61,entsoe.eu,false,
2023-03-20 14:00:00,Spain,Spain,ES,87.76,127.65,81.81,60.96,entsoe.eu,false,
2023-03-20 15:00:00,Spain,Spain,ES,92.1,132.94,80.61,59.43,entsoe.eu,false,
2023-03-20 16:00:00,Spain,Spain,ES,104.48,148.01,77.52,55.5,entsoe.eu,false,
2023-03-20 17:00:00,Spain,Spain,ES,136.62,184.59,70.7,47.21,entsoe.eu,false,
2023-03-20 18:00:00,Spain,Spain,ES,165.51,213.29,66.08,42.84,entsoe.eu,false,
2023-03-20 19:00:00,Spain,Spain,ES,168.11,215.28,65.61,43.57,entsoe.eu,false,
2023-03-20 20:00:00,Spain,Spain,ES,168.8,216.42,65.41,43.0,entsoe.eu,false,
2023-03-20 21:00:00,Spain,Spain,ES,169.21,218.19,64.81,41.46,entsoe.eu,false,
2023-03-20 22:00:00,Spain,Spain,ES,169.95,220.75,64.01,38.75,entsoe.eu,false,
