datetime,solar_gen_kwh,day_of_week,hour,working_day,date,h_from_max,days_from_solstice
2023-09-20 01:00:00+02:00,0.0,2,1,1,2023-09-20,11,91
2023-09-20 02:00:00+02:00,0.0,2,2,1,2023-09-20,12,91
2023-09-20 03:00:00+02:00,0.0,2,3,1,2023-09-20,11,91
2023-09-20 04:00:00+02:00,0.0,2,4,1,2023-09-20,10,91
2023-09-20 05:00:00+02:00,0.0,2,5,1,2023-09-20,9,91
2023-09-20 06:00:00+02:00,0.0,2,6,1,2023-09-20,8,91
2023-09-20 07:00:00+02:00,0.0,2,7,1,2023-09-20,7,91
2023-09-20 08:00:00+02:00,0.0500000000174623,2,8,1,2023-09-20,6,91
2023-09-20 09:00:00+02:00,4.919999999983702,2,9,1,2023-09-20,5,91
2023-09-20 10:00:00+02:00,37.70000000001164,2,10,1,2023-09-20,4,91
2023-09-20 11:00:00+02:00,81.3299999999872,2,11,1,2023-09-20,3,91
2023-09-20 12:00:00+02:00,113.35000000000582,2,12,1,2023-09-20,2,91
2023-09-20 13:00:00+02:00,130.60000000000582,2,13,1,2023-09-20,1,91
2023-09-20 14:00:00+02:00,137.86999999999534,2,14,1,2023-09-20,0,91
2023-09-20 15:00:00+02:00,138.47000000000116,2,15,1,2023-09-20,1,91
2023-09-20 16:00:00+02:00,126.58999999999652,2,16,1,2023-09-20,2,91
2023-09-20 17:00:00+02:00,114.08999999999652,2,17,1,2023-09-20,3,91
2023-09-20 18:00:00+02:00,73.70000000001164,2,18,1,2023-09-20,4,91
2023-09-20 19:00:00+02:00,44.25,2,19,1,2023-09-20,5,91
2023-09-20 20:00:00+02:00,10.130000000004657,2,20,1,2023-09-20,6,91
2023-09-20 21:00:00+02:00,0.2199999999720603,2,21,1,2023-09-20,7,91
2023-09-20 22:00:00+02:00,0.0,2,22,1,2023-09-20,8,91
2023-09-20 23:00:00+02:00,0.0,2,23,1,2023-09-20,9,91
2023-09-21 00:00:00+02:00,0.0,3,0,1,2023-09-21,10,92
2023-09-21 01:00:00+02:00,0.0,3,1,1,2023-09-21,11,92
2023-09-21 02:00:00+02:00,0.0,3,2,1,2023-09-21,12,92
2023-09-21 03:00:00+02:00,0.0,3,3,1,2023-09-21,11,92
2023-09-21 04:00:00+02:00,0.0,3,4,1,2023-09-21,10,92
2023-09-21 05:00:00+02:00,0.0,3,5,1,2023-09-21,9,92
2023-09-21 06:00:00+02:00,0.0,3,6,1,2023-09-21,8,92
2023-09-21 07:00:00+02:00,0.0,3,7,1,2023-09-21,7,92
2023-09-21 08:00:00+02:00,0.040000000008149,3,8,1,2023-09-21,6,92
2023-09-21 09:00:00+02:00,4.429999999993015,3,9,1,2023-09-21,5,92
2023-09-21 10:00:00+02:00,24.650000000023283,3,10,1,2023-09-21,4,92
2023-09-21 11:00:00+02:00,40.97000000000117,3,11,1,2023-09-21,3,92
2023-09-21 12:00:00+02:00,44.929999999993015,3,12,1,2023-09-21,2,92
2023-09-21 13:00:00+02:00,38.9199999999837,3,13,1,2023-09-21,1,92
2023-09-21 14:00:00+02:00,26.570000000006985,3,14,1,2023-09-21,0,92
2023-09-21 15:00:00+02:00,70.73000000001048,3,15,1,2023-09-21,1,92
2023-09-21 16:00:00+02:00,76.77999999999884,3,16,1,2023-09-21,2,92
2023-09-21 17:00:00+02:00,35.44999999998254,3,17,1,2023-09-21,3,92
2023-09-21 18:00:00+02:00,37.52999999999884,3,18,1,2023-09-21,4,92
2023-09-21 19:00:00+02:00,26.510000000009317,3,19,1,2023-09-21,5,92
2023-09-21 20:00:00+02:00,6.5,3,20,1,2023-09-21,6,92
2023-09-21 21:00:00+02:00,0.0700000000069849,3,21,1,2023-09-21,7,92
2023-09-21 22:00:00+02:00,0.0,3,22,1,2023-09-21,8,92
2023-09-21 23:00:00+02:00,0.0,3,23,1,2023-09-21,9,92
2023-09-22 00:00:00+02:00,0.0,4,0,1,2023-09-22,10,93
2023-09-22 01:00:00+02:00,0.0,4,1,1,2023-09-22,11,93
2023-09-22 02:00:00+02:00,0.0,4,2,1,2023-09-22,12,93
2023-09-22 03:00:00+02:00,0.0,4,3,1,2023-09-22,11,93
2023-09-22 04:00:00+02:00,0.0,4,4,1,2023-09-22,10,93
2023-09-22 05:00:00+02:00,0.0,4,5,1,2023-09-22,9,93
2023-09-22 06:00:00+02:00,0.0,4,6,1,2023-09-22,8,93
2023-09-22 07:00:00+02:00,0.0,4,7,1,2023-09-22,7,93
2023-09-22 08:00:00+02:00,0.0100000000093132,4,8,1,2023-09-22,6,93
2023-09-22 09:00:00+02:00,4.709999999991851,4,9,1,2023-09-22,5,93
2023-09-22 10:00:00+02:00,40.44999999998254,4,10,1,2023-09-22,4,93
2023-09-22 11:00:00+02:00,86.82000000000698,4,11,1,2023-09-22,3,93
2023-09-22 12:00:00+02:00,123.36999999999534,4,12,1,2023-09-22,2,93
2023-09-22 13:00:00+02:00,142.11000000001513,4,13,1,2023-09-22,1,93
2023-09-22 14:00:00+02:00,145.30999999999767,4,14,1,2023-09-22,0,93
2023-09-22 15:00:00+02:00,137.32000000000698,4,15,1,2023-09-22,1,93
2023-09-22 16:00:00+02:00,130.61999999999534,4,16,1,2023-09-22,2,93
2023-09-22 17:00:00+02:00,118.82000000000698,4,17,1,2023-09-22,3,93
2023-09-22 18:00:00+02:00,87.44999999998254,4,18,1,2023-09-22,4,93
2023-09-22 19:00:00+02:00,43.86999999999534,4,19,1,2023-09-22,5,93
2023-09-22 20:00:00+02:00,8.529999999998836,4,20,1,2023-09-22,6,93
2023-09-22 21:00:00+02:00,0.1100000000151339,4,21,1,2023-09-22,7,93
2023-09-22 22:00:00+02:00,0.0,4,22,1,2023-09-22,8,93
2023-09-22 23:00:00+02:00,0.0,4,23,1,2023-09-22,9,93
2023-09-23 00:00:00+02:00,0.0,5,0,0,2023-09-23,10,94
2023-09-23 01:00:00+02:00,0.0,5,1,0,2023-09-23,11,94
2023-09-23 02:00:00+02:00,0.0,5,2,0,2023-09-23,12,94
2023-09-23 03:00:00+02:00,0.0,5,3,0,2023-09-23,11,94
2023-09-23 04:00:00+02:00,0.0,5,4,0,2023-09-23,10,94
2023-09-23 05:00:00+02:00,0.0,5,5,0,2023-09-23,9,94
2023-09-23 06:00:00+02:00,0.0,5,6,0,2023-09-23,8,94
2023-09-23 07:00:00+02:00,0.0,5,7,0,2023-09-23,7,94
2023-09-23 08:00:00+02:00,0.0299999999988358,5,8,0,2023-09-23,6,94
2023-09-23 09:00:00+02:00,4.730000000010477,5,9,0,2023-09-23,5,94
2023-09-23 10:00:00+02:00,19.449999999982538,5,10,0,2023-09-23,4,94
2023-09-23 11:00:00+02:00,11.040000000008147,5,11,0,2023-09-23,3,94
2023-09-23 12:00:00+02:00,10.910000000003492,5,12,0,2023-09-23,2,94
2023-09-23 13:00:00+02:00,11.709999999991853,5,13,0,2023-09-23,1,94
2023-09-23 14:00:00+02:00,10.580000000016298,5,14,0,2023-09-23,0,94
2023-09-23 15:00:00+02:00,11.349999999976715,5,15,0,2023-09-23,1,94
2023-09-23 16:00:00+02:00,11.470000000001164,5,16,0,2023-09-23,2,94
2023-09-23 17:00:00+02:00,11.050000000017462,5,17,0,2023-09-23,3,94
2023-09-23 18:00:00+02:00,10.910000000003492,5,18,0,2023-09-23,4,94
2023-09-23 19:00:00+02:00,21.239999999990687,5,19,0,2023-09-23,5,94
2023-09-23 20:00:00+02:00,8.199999999982538,5,20,0,2023-09-23,6,94
2023-09-23 21:00:00+02:00,0.0900000000256113,5,21,0,2023-09-23,7,94
2023-09-23 22:00:00+02:00,0.0,5,22,0,2023-09-23,8,94
2023-09-23 23:00:00+02:00,0.0,5,23,0,2023-09-23,9,94
2023-09-24 00:00:00+02:00,0.0,6,0,0,2023-09-24,10,95
2023-09-24 01:00:00+02:00,0.0,6,1,0,2023-09-24,11,95
2023-09-24 02:00:00+02:00,0.0,6,2,0,2023-09-24,12,95
2023-09-24 03:00:00+02:00,0.0,6,3,0,2023-09-24,11,95
2023-09-24 04:00:00+02:00,0.0,6,4,0,2023-09-24,10,95
2023-09-24 05:00:00+02:00,0.0,6,5,0,2023-09-24,9,95
2023-09-24 06:00:00+02:00,0.0,6,6,0,2023-09-24,8,95
2023-09-24 07:00:00+02:00,0.0,6,7,0,2023-09-24,7,95
2023-09-24 08:00:00+02:00,0.0899999999965075,6,8,0,2023-09-24,6,95
2023-09-24 09:00:00+02:00,4.539999999979045,6,9,0,2023-09-24,5,95
2023-09-24 10:00:00+02:00,16.74000000001979,6,10,0,2023-09-24,4,95
2023-09-24 11:00:00+02:00,10.85999999998603,6,11,0,2023-09-24,3,95
2023-09-24 12:00:00+02:00,11.200000000011642,6,12,0,2023-09-24,2,95
2023-09-24 13:00:00+02:00,11.690000000002328,6,13,0,2023-09-24,1,95
2023-09-24 14:00:00+02:00,11.429999999993017,6,14,0,2023-09-24,0,95
2023-09-24 15:00:00+02:00,11.839999999996508,6,15,0,2023-09-24,1,95
2023-09-24 16:00:00+02:00,11.5,6,16,0,2023-09-24,2,95
2023-09-24 17:00:00+02:00,11.0,6,17,0,2023-09-24,3,95
2023-09-24 18:00:00+02:00,10.920000000012806,6,18,0,2023-09-24,4,95
2023-09-24 19:00:00+02:00,22.92999999999301,6,19,0,2023-09-24,5,95
2023-09-24 20:00:00+02:00,8.269999999989523,6,20,0,2023-09-24,6,95
2023-09-24 21:00:00+02:00,0.0800000000162981,6,21,0,2023-09-24,7,95
2023-09-24 22:00:00+02:00,0.0,6,22,0,2023-09-24,8,95
2023-09-24 23:00:00+02:00,0.0,6,23,0,2023-09-24,9,95
2023-09-25 00:00:00+02:00,0.0,0,0,1,2023-09-25,10,96
2023-09-25 01:00:00+02:00,0.0,0,1,1,2023-09-25,11,96
2023-09-25 02:00:00+02:00,0.0,0,2,1,2023-09-25,12,96
2023-09-25 03:00:00+02:00,0.0,0,3,1,2023-09-25,11,96
2023-09-25 04:00:00+02:00,0.0,0,4,1,2023-09-25,10,96
2023-09-25 05:00:00+02:00,0.0,0,5,1,2023-09-25,9,96
2023-09-25 06:00:00+02:00,0.0,0,6,1,2023-09-25,8,96
2023-09-25 07:00:00+02:00,0.0,0,7,1,2023-09-25,7,96
2023-09-25 08:00:00+02:00,0.0799999999871943,0,8,1,2023-09-25,6,96
2023-09-25 09:00:00+02:00,4.309999999997672,0,9,1,2023-09-25,5,96
2023-09-25 10:00:00+02:00,39.25,0,10,1,2023-09-25,4,96
2023-09-25 11:00:00+02:00,83.0,0,11,1,2023-09-25,3,96
2023-09-25 12:00:00+02:00,116.14999999999418,0,12,1,2023-09-25,2,96
2023-09-25 13:00:00+02:00,126.30000000001746,0,13,1,2023-09-25,1,96
2023-09-25 14:00:00+02:00,127.86999999999534,0,14,1,2023-09-25,0,96
2023-09-25 15:00:00+02:00,110.94000000000231,0,15,1,2023-09-25,1,96
2023-09-25 16:00:00+02:00,120.13999999998488,0,16,1,2023-09-25,2,96
2023-09-25 17:00:00+02:00,108.30000000001746,0,17,1,2023-09-25,3,96
2023-09-25 18:00:00+02:00,80.5799999999872,0,18,1,2023-09-25,4,96
2023-09-25 19:00:00+02:00,39.33999999999651,0,19,1,2023-09-25,5,96
2023-09-25 20:00:00+02:00,7.130000000004657,0,20,1,2023-09-25,6,96
2023-09-25 21:00:00+02:00,0.0599999999976716,0,21,1,2023-09-25,7,96
2023-09-25 22:00:00+02:00,0.0,0,22,1,2023-09-25,8,96
2023-09-25 23:00:00+02:00,0.0,0,23,1,2023-09-25,9,96
2023-09-26 00:00:00+02:00,0.0,1,0,1,2023-09-26,10,97
2023-09-26 01:00:00+02:00,0.0,1,1,1,2023-09-26,11,97
2023-09-26 02:00:00+02:00,0.0,1,2,1,2023-09-26,12,97
2023-09-26 03:00:00+02:00,0.0,1,3,1,2023-09-26,11,97
2023-09-26 04:00:00+02:00,0.0,1,4,1,2023-09-26,10,97
2023-09-26 05:00:00+02:00,0.0,1,5,1,2023-09-26,9,97
2023-09-26 06:00:00+02:00,0.0,1,6,1,2023-09-26,8,97
2023-09-26 07:00:00+02:00,0.0,1,7,1,2023-09-26,7,97
2023-09-26 08:00:00+02:00,0.040000000008149,1,8,1,2023-09-26,6,97
2023-09-26 09:00:00+02:00,4.079999999987194,1,9,1,2023-09-26,5,97
2023-09-26 10:00:00+02:00,37.96000000002096,1,10,1,2023-09-26,4,97
2023-09-26 11:00:00+02:00,80.67999999999302,1,11,1,2023-09-26,3,97
2023-09-26 12:00:00+02:00,113.6700000000128,1,12,1,2023-09-26,2,97
2023-09-26 13:00:00+02:00,127.47000000000116,1,13,1,2023-09-26,1,97
2023-09-26 14:00:00+02:00,129.78999999997905,1,14,1,2023-09-26,0,97
2023-09-26 15:00:00+02:00,125.13000000000466,1,15,1,2023-09-26,1,97
2023-09-26 16:00:00+02:00,117.33999999999652,1,16,1,2023-09-26,2,97
2023-09-26 17:00:00+02:00,107.2400000000198,1,17,1,2023-09-26,3,97
2023-09-26 18:00:00+02:00,75.83999999999651,1,18,1,2023-09-26,4,97
2023-09-26 19:00:00+02:00,37.25,1,19,1,2023-09-26,5,97
2023-09-26 20:00:00+02:00,6.440000000002328,1,20,1,2023-09-26,6,97
2023-09-26 21:00:00+02:00,0.0,1,21,1,2023-09-26,7,97
2023-09-26 22:00:00+02:00,0.0,1,22,1,2023-09-26,8,97
2023-09-26 23:00:00+02:00,0.0,1,23,1,2023-09-26,9,97
2023-09-27 00:00:00+02:00,0.0,2,0,1,2023-09-27,10,98
2023-09-27 01:00:00+02:00,0.0,2,1,1,2023-09-27,11,98
2023-09-27 02:00:00+02:00,0.0,2,2,1,2023-09-27,12,98
2023-09-27 03:00:00+02:00,0.0,2,3,1,2023-09-27,11,98
2023-09-27 04:00:00+02:00,0.0,2,4,1,2023-09-27,10,98
2023-09-27 05:00:00+02:00,0.0,2,5,1,2023-09-27,9,98
2023-09-27 06:00:00+02:00,0.0,2,6,1,2023-09-27,8,98
2023-09-27 07:00:00+02:00,0.0,2,7,1,2023-09-27,7,98
2023-09-27 08:00:00+02:00,0.069999999977881,2,8,1,2023-09-27,6,98
2023-09-27 09:00:00+02:00,4.4100000000034925,2,9,1,2023-09-27,5,98
2023-09-27 10:00:00+02:00,38.01000000000931,2,10,1,2023-09-27,4,98
2023-09-27 11:00:00+02:00,78.19999999998254,2,11,1,2023-09-27,3,98
2023-09-27 12:00:00+02:00,111.2400000000198,2,12,1,2023-09-27,2,98
2023-09-27 13:00:00+02:00,125.88999999998488,2,13,1,2023-09-27,1,98
2023-09-27 14:00:00+02:00,126.93000000002212,2,14,1,2023-09-27,0,98
2023-09-27 15:00:00+02:00,125.02999999999884,2,15,1,2023-09-27,1,98
2023-09-27 16:00:00+02:00,108.47999999998136,2,16,1,2023-09-27,2,98
2023-09-27 17:00:00+02:00,105.55000000001746,2,17,1,2023-09-27,3,98
2023-09-27 18:00:00+02:00,66.88999999998487,2,18,1,2023-09-27,4,98
2023-09-27 19:00:00+02:00,34.070000000006985,2,19,1,2023-09-27,5,98
2023-09-27 20:00:00+02:00,7.269999999989523,2,20,1,2023-09-27,6,98
2023-09-27 21:00:00+02:00,0.0,2,21,1,2023-09-27,7,98
2023-09-27 22:00:00+02:00,0.0,2,22,1,2023-09-27,8,98
2023-09-27 23:00:00+02:00,0.0,2,23,1,2023-09-27,9,98
2023-09-28 00:00:00+02:00,0.0,3,0,1,2023-09-28,10,99
2023-09-28 01:00:00+02:00,0.0,3,1,1,2023-09-28,11,99
2023-09-28 02:00:00+02:00,0.0,3,2,1,2023-09-28,12,99
2023-09-28 03:00:00+02:00,0.0,3,3,1,2023-09-28,11,99
2023-09-28 04:00:00+02:00,0.0,3,4,1,2023-09-28,10,99
2023-09-28 05:00:00+02:00,0.0,3,5,1,2023-09-28,9,99
2023-09-28 06:00:00+02:00,0.0,3,6,1,2023-09-28,8,99
2023-09-28 07:00:00+02:00,0.0,3,7,1,2023-09-28,7,99
2023-09-28 08:00:00+02:00,0.040000000008149,3,8,1,2023-09-28,6,99
2023-09-28 09:00:00+02:00,4.010000000009313,3,9,1,2023-09-28,5,99
2023-09-28 10:00:00+02:00,34.079999999987194,3,10,1,2023-09-28,4,99
2023-09-28 11:00:00+02:00,76.3300000000163,3,11,1,2023-09-28,3,99
2023-09-28 12:00:00+02:00,109.52999999999884,3,12,1,2023-09-28,2,99
2023-09-28 13:00:00+02:00,123.54999999998836,3,13,1,2023-09-28,1,99
2023-09-28 14:00:00+02:00,127.20999999999184,3,14,1,2023-09-28,0,99
2023-09-28 15:00:00+02:00,126.41000000000348,3,15,1,2023-09-28,1,99
2023-09-28 16:00:00+02:00,119.88000000000466,3,16,1,2023-09-28,2,99
2023-09-28 17:00:00+02:00,106.66000000000348,3,17,1,2023-09-28,3,99
2023-09-28 18:00:00+02:00,73.38000000000466,3,18,1,2023-09-28,4,99
2023-09-28 19:00:00+02:00,34.75,3,19,1,2023-09-28,5,99
2023-09-28 20:00:00+02:00,5.679999999993015,3,20,1,2023-09-28,6,99
2023-09-28 21:00:00+02:00,0.0,3,21,1,2023-09-28,7,99
2023-09-28 22:00:00+02:00,0.0,3,22,1,2023-09-28,8,99
2023-09-28 23:00:00+02:00,0.0,3,23,1,2023-09-28,9,99
2023-09-29 00:00:00+02:00,0.0,4,0,1,2023-09-29,10,100
2023-09-29 01:00:00+02:00,0.0,4,1,1,2023-09-29,11,100
2023-09-29 02:00:00+02:00,0.0,4,2,1,2023-09-29,12,100
2023-09-29 03:00:00+02:00,0.0,4,3,1,2023-09-29,11,100
2023-09-29 04:00:00+02:00,0.0,4,4,1,2023-09-29,10,100
2023-09-29 05:00:00+02:00,0.0,4,5,1,2023-09-29,9,100
2023-09-29 06:00:00+02:00,0.0,4,6,1,2023-09-29,8,100
2023-09-29 07:00:00+02:00,0.0,4,7,1,2023-09-29,7,100
2023-09-29 08:00:00+02:00,0.040000000008149,4,8,1,2023-09-29,6,100
2023-09-29 09:00:00+02:00,3.7999999999883594,4,9,1,2023-09-29,5,100
2023-09-29 10:00:00+02:00,34.89999999999418,4,10,1,2023-09-29,4,100
2023-09-29 11:00:00+02:00,77.36000000001513,4,11,1,2023-09-29,3,100
2023-09-29 12:00:00+02:00,111.10000000000582,4,12,1,2023-09-29,2,100
2023-09-29 13:00:00+02:00,124.33999999999652,4,13,1,2023-09-29,1,100
2023-09-29 14:00:00+02:00,120.9199999999837,4,14,1,2023-09-29,0,100
2023-09-29 15:00:00+02:00,124.64999999999418,4,15,1,2023-09-29,1,100
2023-09-29 16:00:00+02:00,115.5800000000163,4,16,1,2023-09-29,2,100
2023-09-29 17:00:00+02:00,101.27999999999884,4,17,1,2023-09-29,3,100
2023-09-29 18:00:00+02:00,73.0,4,18,1,2023-09-29,4,100
2023-09-29 19:00:00+02:00,33.01000000000931,4,19,1,2023-09-29,5,100
2023-09-29 20:00:00+02:00,5.119999999995343,4,20,1,2023-09-29,6,100
2023-09-29 21:00:00+02:00,-0.0500000000174623,4,21,1,2023-09-29,7,100
2023-09-29 22:00:00+02:00,0.0,4,22,1,2023-09-29,8,100
2023-09-29 23:00:00+02:00,0.0,4,23,1,2023-09-29,9,100
2023-09-30 00:00:00+02:00,0.0,5,0,0,2023-09-30,10,101
2023-09-30 01:00:00+02:00,0.0,5,1,0,2023-09-30,11,101
2023-09-30 02:00:00+02:00,0.0,5,2,0,2023-09-30,12,101
2023-09-30 03:00:00+02:00,0.0,5,3,0,2023-09-30,11,101
2023-09-30 04:00:00+02:00,0.0,5,4,0,2023-09-30,10,101
2023-09-30 05:00:00+02:00,0.0,5,5,0,2023-09-30,9,101
2023-09-30 06:00:00+02:00,0.0,5,6,0,2023-09-30,8,101
2023-09-30 07:00:00+02:00,0.0,5,7,0,2023-09-30,7,101
2023-09-30 08:00:00+02:00,0.0700000000069849,5,8,0,2023-09-30,6,101
2023-09-30 09:00:00+02:00,3.6300000000046566,5,9,0,2023-09-30,5,101
2023-09-30 10:00:00+02:00,29.079999999987194,5,10,0,2023-09-30,4,101
2023-09-30 11:00:00+02:00,12.410000000003492,5,11,0,2023-09-30,3,101
2023-09-30 12:00:00+02:00,12.24000000001979,5,12,0,2023-09-30,2,101
2023-09-30 13:00:00+02:00,12.129999999975553,5,13,0,2023-09-30,1,101
2023-09-30 14:00:00+02:00,12.010000000009311,5,14,0,2023-09-30,0,101
2023-09-30 15:00:00+02:00,11.769999999989524,5,15,0,2023-09-30,1,101
2023-09-30 16:00:00+02:00,11.68000000002212,5,16,0,2023-09-30,2,101
2023-09-30 17:00:00+02:00,11.0,5,17,0,2023-09-30,3,101
2023-09-30 18:00:00+02:00,16.85000000000582,5,18,0,2023-09-30,4,101
2023-09-30 19:00:00+02:00,26.35999999998603,5,19,0,2023-09-30,5,101
2023-09-30 20:00:00+02:00,4.739999999990687,5,20,0,2023-09-30,6,101
2023-09-30 21:00:00+02:00,-0.0399999999790452,5,21,0,2023-09-30,7,101
2023-09-30 22:00:00+02:00,0.0,5,22,0,2023-09-30,8,101
2023-09-30 23:00:00+02:00,0.0,5,23,0,2023-09-30,9,101
2023-10-01 00:00:00+02:00,0.0,6,0,0,2023-10-01,10,102
2023-10-01 01:00:00+02:00,0.0,6,1,0,2023-10-01,11,102
2023-10-01 02:00:00+02:00,0.0,6,2,0,2023-10-01,12,102
2023-10-01 03:00:00+02:00,0.0,6,3,0,2023-10-01,11,102
2023-10-01 04:00:00+02:00,0.0,6,4,0,2023-10-01,10,102
2023-10-01 05:00:00+02:00,0.0,6,5,0,2023-10-01,9,102
2023-10-01 06:00:00+02:00,0.0,6,6,0,2023-10-01,8,102
2023-10-01 07:00:00+02:00,0.0,6,7,0,2023-10-01,7,102
2023-10-01 08:00:00+02:00,0.0599999999976716,6,8,0,2023-10-01,6,102
2023-10-01 09:00:00+02:00,3.6999999999825377,6,9,0,2023-10-01,5,102
2023-10-01 10:00:00+02:00,21.91000000000349,6,10,0,2023-10-01,4,102
2023-10-01 11:00:00+02:00,11.25,6,11,0,2023-10-01,3,102
2023-10-01 12:00:00+02:00,11.85000000000582,6,12,0,2023-10-01,2,102
2023-10-01 13:00:00+02:00,11.929999999993017,6,13,0,2023-10-01,1,102
2023-10-01 14:00:00+02:00,82.36000000001513,6,14,0,2023-10-01,0,102
2023-10-01 15:00:00+02:00,121.44999999998254,6,15,0,2023-10-01,1,102
2023-10-01 16:00:00+02:00,114.71000000002095,6,16,0,2023-10-01,2,102
2023-10-01 17:00:00+02:00,91.5099999999802,6,17,0,2023-10-01,3,102
2023-10-01 18:00:00+02:00,61.52000000001863,6,18,0,2023-10-01,4,102
2023-10-01 19:00:00+02:00,19.470000000001164,6,19,0,2023-10-01,5,102
2023-10-01 20:00:00+02:00,4.529999999998836,6,20,0,2023-10-01,6,102
2023-10-01 21:00:00+02:00,-0.040000000008149,6,21,0,2023-10-01,7,102
2023-10-01 22:00:00+02:00,0.0,6,22,0,2023-10-01,8,102
2023-10-01 23:00:00+02:00,0.0,6,23,0,2023-10-01,9,102
2023-10-02 00:00:00+02:00,0.0,0,0,1,2023-10-02,10,103
2023-10-02 01:00:00+02:00,0.0,0,1,1,2023-10-02,11,103
2023-10-02 02:00:00+02:00,0.0,0,2,1,2023-10-02,12,103
2023-10-02 03:00:00+02:00,0.0,0,3,1,2023-10-02,11,103
2023-10-02 04:00:00+02:00,0.0,0,4,1,2023-10-02,10,103
2023-10-02 05:00:00+02:00,0.0,0,5,1,2023-10-02,9,103
2023-10-02 06:00:00+02:00,0.0,0,6,1,2023-10-02,8,103
2023-10-02 07:00:00+02:00,0.0,0,7,1,2023-10-02,7,103
2023-10-02 08:00:00+02:00,0.0499999999883584,0,8,1,2023-10-02,6,103
2023-10-02 09:00:00+02:00,3.309999999997672,0,9,1,2023-10-02,5,103
2023-10-02 10:00:00+02:00,34.19000000000233,0,10,1,2023-10-02,4,103
2023-10-02 11:00:00+02:00,73.86000000001513,0,11,1,2023-10-02,3,103
2023-10-02 12:00:00+02:00,108.30999999999769,0,12,1,2023-10-02,2,103
2023-10-02 13:00:00+02:00,122.13000000000466,0,13,1,2023-10-02,1,103
2023-10-02 14:00:00+02:00,126.66000000000348,0,14,1,2023-10-02,0,103
2023-10-02 15:00:00+02:00,123.31999999997788,0,15,1,2023-10-02,1,103
2023-10-02 16:00:00+02:00,112.41000000000348,0,16,1,2023-10-02,2,103
2023-10-02 17:00:00+02:00,97.17999999999302,0,17,1,2023-10-02,3,103
2023-10-02 18:00:00+02:00,53.45000000001164,0,18,1,2023-10-02,4,103
2023-10-02 19:00:00+02:00,24.17000000001281,0,19,1,2023-10-02,5,103
2023-10-02 20:00:00+02:00,7.279999999998836,0,20,1,2023-10-02,6,103
2023-10-02 21:00:00+02:00,-0.150000000023283,0,21,1,2023-10-02,7,103
2023-10-02 22:00:00+02:00,0.0,0,22,1,2023-10-02,8,103
2023-10-02 23:00:00+02:00,0.0,0,23,1,2023-10-02,9,103
2023-10-03 00:00:00+02:00,0.0,1,0,1,2023-10-03,10,104
2023-10-03 01:00:00+02:00,0.0,1,1,1,2023-10-03,11,104
2023-10-03 02:00:00+02:00,0.0,1,2,1,2023-10-03,12,104
2023-10-03 03:00:00+02:00,0.0,1,3,1,2023-10-03,11,104
2023-10-03 04:00:00+02:00,0.0,1,4,1,2023-10-03,10,104
2023-10-03 05:00:00+02:00,0.0,1,5,1,2023-10-03,9,104
2023-10-03 06:00:00+02:00,0.0,1,6,1,2023-10-03,8,104
2023-10-03 07:00:00+02:00,0.0,1,7,1,2023-10-03,7,104
2023-10-03 08:00:00+02:00,0.1600000000034924,1,8,1,2023-10-03,6,104
2023-10-03 09:00:00+02:00,3.430000000022119,1,9,1,2023-10-03,5,104
2023-10-03 10:00:00+02:00,24.02999999999884,1,10,1,2023-10-03,4,104
2023-10-03 11:00:00+02:00,53.14999999999418,1,11,1,2023-10-03,3,104
2023-10-03 12:00:00+02:00,90.48999999999069,1,12,1,2023-10-03,2,104
2023-10-03 13:00:00+02:00,122.17999999999302,1,13,1,2023-10-03,1,104
2023-10-03 14:00:00+02:00,121.70000000001164,1,14,1,2023-10-03,0,104
2023-10-03 15:00:00+02:00,121.04000000000816,1,15,1,2023-10-03,1,104
2023-10-03 16:00:00+02:00,110.66000000000348,1,16,1,2023-10-03,2,104
2023-10-03 17:00:00+02:00,96.80999999999769,1,17,1,2023-10-03,3,104
2023-10-03 18:00:00+02:00,67.31999999997788,1,18,1,2023-10-03,4,104
2023-10-03 19:00:00+02:00,28.5,1,19,1,2023-10-03,5,104
2023-10-03 20:00:00+02:00,4.14000000001397,1,20,1,2023-10-03,6,104
2023-10-03 21:00:00+02:00,-0.0499999999883584,1,21,1,2023-10-03,7,104
2023-10-03 22:00:00+02:00,0.0,1,22,1,2023-10-03,8,104
2023-10-03 23:00:00+02:00,0.0,1,23,1,2023-10-03,9,104
2023-10-04 00:00:00+02:00,0.0,2,0,1,2023-10-04,10,105
2023-10-04 01:00:00+02:00,0.0,2,1,1,2023-10-04,11,105
2023-10-04 02:00:00+02:00,0.0,2,2,1,2023-10-04,12,105
2023-10-04 03:00:00+02:00,0.0,2,3,1,2023-10-04,11,105
2023-10-04 04:00:00+02:00,0.0,2,4,1,2023-10-04,10,105
2023-10-04 05:00:00+02:00,0.0,2,5,1,2023-10-04,9,105
2023-10-04 06:00:00+02:00,0.0,2,6,1,2023-10-04,8,105
2023-10-04 07:00:00+02:00,0.0,2,7,1,2023-10-04,7,105
2023-10-04 08:00:00+02:00,0.0499999999883584,2,8,1,2023-10-04,6,105
2023-10-04 09:00:00+02:00,3.429999999993015,2,9,1,2023-10-04,5,105
2023-10-04 10:00:00+02:00,28.20000000001164,2,10,1,2023-10-04,4,105
2023-10-04 11:00:00+02:00,70.38999999998487,2,11,1,2023-10-04,3,105
